ID,Groupe,Type_de_paire,Normaux_ou_TC,rôle,Sexe,O_ethinique,SSE,code,code_paire,impuls_1,impuls_2,impuls_3,impuls_4,impuls_5,impuls_6,impuls_7,impuls_8,impuls_9,impuls_10,impuls_11,impuls_12,impuls_13,impuls_14,impuls_15,impuls_16,impuls_17,impuls_18,impuls_19,impuls_20,impuls_21,impuls_22,impuls_23,impuls_24,impuls_25,impuls_26,impuls_27,impuls_28,impuls_29,impuls_30,sensibil_1a,sensibli_1b,sensibil_1c,sensibil_2a,sensibli_2b,sensibil_2c,sensibil_3a,sensibli_3b,sensibil_3c,sensibil_4a,sensibli_4b,sensibil_4c,sensibil_5a,sensibli_5b,sensibil_5c,sensibil_6a,sensibli_6b,sensibil_6c,habil_soc_1,habil_soc_2,habil_soc_3,habil_soc_4,habil_soc_5,habil_soc_6,habil_soc_7,habil_soc_8,habil_soc_9,habil_soc_10,habil_soc_11,habil_soc_12,habil_soc_13,habil_soc_14,habil_soc_15,habil_soc_16,habil_soc_17,habil_soc_18,habil_soc_19,habil_soc_20,habil_soc_21,habil_soc_22,habil_soc_23,habil_soc_24,habil_soc_25,habil_soc_26,habil_soc_27,habil_soc_28,habil_soc_29,habil_soc_30,habil_soc_31,habil_soc_32,habil_soc_33,habil_soc_34,habil_soc_35,habil_soc_36,habil_soc_37,habil_soc_38,habil_soc_39,habil_soc_40,habil_soc_41,habil_soc_42,habil_soc_43,habil_soc_44,habil_soc_45,habil_soc_46,prob_cpt_1,prob_cpt_2,prob_cpt_3,prob_cpt_4,prob_cpt_5,prob_cpt_6,prob_cpt_7,prob_cpt_8,prob_cpt_9,prob_cpt_10,prob_cpt_11,prob_cpt_12,prob_cpt_13,prob_cpt_14,prob_cpt_15,prob_cpt_16,altruisme_1,altruisme_2,altruisme_3,altruisme_4,altruisme_5,altruisme_6,gratif_1,gratif_2,gratif_3,gratif_4,gratif_5,gratif_6,gratif_7,gratif_8,gratif_9,gratif_10,gratif_11,gratif_12,gratif_13,gratif_14,gratif_15,gratif_16,gratif_17,gratif_18,gratif_19,gratif_20,gratif_21,gratif_22,gratif_23,gratif_24,gratif_25,gratif_26,gratif_27,cupidite_1,cupidite_2,cupidite_3,cupidite_4,cupidite_5,cupidite_6,cupidite_7,cupidite_8,cupidite_9,cupidite_10,cupidite_11,trav_equ_1,trav_equ_2,trav_equ_3,trav_equ_4,trav_equ_5,trav_equ_6,collab_1,collab_2,collab_3,collab_4,collab_5,collab_6,collab_7,collab_8,collab_9,collab_10,collab_11,collab_12,collab_13,collab_14,collab_15,collab_16,collab_17,collab_18,collab_19,collab_20,collab_21,collab_22,empath_1,empath_2,empath_3,empath_4,empath_5,empath_6,empath_7,empath_8,empath_9,empath_10,empath_11,empath_12,empath_13,empath_14,motiv_1,motiv_2,motiv_3,inv_1,avoir_1,afi_1,profit_1,remise_1,afb_1,inv_2,avoir_2,afi_2,profit_2,remise_2,afb_2,inv_3,avoir_3,afi_3,profit_3,remise_3,afb_3,inv_4,avoir_4,afi_4,profit_4,remise_4,afb_4,inv_5,avoir_5,afi_5,profit_5,remise_5,afb_5,inv_6,avoir_6,afi_6,profit_6,remise_6,afb_6,inv_7,avoir_7,afi_7,profit_7,remise_7,afb_7,inv_8,avoir_8,afi_8,profit_8,remise_8,afb_8,inv_9,avoir_9,afi_9,profit_9,remise_9,afb_9,inv_10,avoir_10,afi_10,profit_10,remise_10,afb_10,avoir_investisseur_Total_sans_coup_10,avoir_banquier_Total_sans_coup_10,pourcentage_investissement_jeu_1,pourcentage_remise_jeu_1,pourcentage_investissement_jeu_2,pourcentage_remise_jeu_2,pourcentage_investissement_jeu_3,pourcentage_remise_jeu_3,pourcentage_investissement_jeu_4,pourcentage_remise_jeu_4,pourcentage_investissement_jeu_5,pourcentage_remise_jeu_5,pourcentage_investissement_jeu_6,pourcentage_remise_jeu_6,pourcentage_investissement_jeu_7,pourcentage_remise_jeu_7,pourcentage_investissement_jeu_8,pourcentage_remise_jeu_8,pourcentage_investissement_jeu_9,pourcentage_remise_jeu_9,Investissement_moyen_sans_coup_10,Remise_moyenne_sans_coup_10,Gain_dyade_sans_coup_10,Gain_banquier_sans_coup_10,Somme_motivation,impuls_1_inv,impuls_7_inv,impuls_8_inv,impuls_9_inv,impuls_10_inv,impuls_12_inv,impuls_13_inv,impuls_15_inv,impuls_20_inv,impuls_29_inv,impuls_30_inv,sensibil_6c_inv,sensibli_1d,sensibil_1e,sensibil_2d,sensibil_2e,sensibil_3d,sensibil_3e,sensibil_4d,sensibil_4e,sensibil_5d,sensibil_5e,sensibil_6d,sensibil_6e,altruis_1_inv,altruis_2_inv,altruis_3_inv,altruis_4_inv,altruis_5_inv,gratif_2_inv,gratif_5_inv,gratif_7_inv,gratif_9_inv,gratif_11_inv,gratif_14_inv,gratif_16_inv,gratif_17_inv,gratif_18_inv,gratif_19_inv,gratif_25_inv,gratif_26_inv,gratif_27_inv,cupidite_8_inv,trav_equ_6_inv,collab_5_inv,collab_15_inv,collab_16_inv,collab_18_inv,collab_19_inv,collab_21_inv,empath_2_inv,empath_3_inv,empath_7_inv,empath_8_inv,empath_9_inv,Impulsivite_attentionnelle,Impulsivite_motrice,Impulsivite_manque_de_planif,impuls_moy,sensibilite_anxiete_moy,sensibilite_frustration_moy,HS_Communication,HS_Cooperation,HS_Affirmation,HS_Responsabilite,HS_Empathie,HS_Engagement,HS_Autocontrole,habil_soc_moy,Prob_cpt_externalises,Prob_cpt_Hyper_inat,Prob_cpt_moy,Gratif_Nourriture,Gratif_Social,Gratif_Argent,Gratif_Scolaire,gratif_moy,cupidite_moy_8items,altruisme_moy,Trav_equ_individ,Trav_equ_equipe,cupidite_moy,IS_Coop,IS_compet,IS_Individ,Empath_perspective,Empath_preoccup,Invest_moyen_1_10,Invest_moyen_1_9,Invest_moyen_2_9,Remise_moyen_1_10,Remise_moyen_1_9,Remise_moyen_2_9,Gain_total_paire,Invest_1_2_3,Invest_4_5_6,Invest_7_8_9,Remise_1_2_3,Remise_4_5_6,Remise_7_8_9,jj_mm_aa,CP,FAC1_1_Varimax,FAC2_1_Varimax,FAC3_1_Varimax,FAC4_1_Varimax,FAC5_1_Varimax,FAC6_1_Varimax,FAC1_1_Oblimin,FAC2_1_Oblimin,FAC3_1_Oblimin,FAC4_1_Oblimin,FAC5_1_Oblimin,FAC6_1_Oblimin
41,2,0,1,1,1,1,1,21,23,3,2,4,1,1,4,2,3,3,2,4,3,3,4,4,1,2,3,3,4,3,2,1,1,1,3,2,1,4,4,1,4,4,2,4,3,1,1,1,2,2,1,4,5,3,1,1,4,3,3,2,3,4,3,2,4,3,2,1,1,2,4,4,3,2,3,4,3,3,2,3,2,4,1,2,3,4,4,3,2,1,1,2,3,4,4,3,2,1,1,2,3,4,4,4,4,4,3,3,3,2,2,2,1,1,1,2,2,2,3,2,1,5,5,5,4,1,5,5,5,1,5,4,5,3,3,4,2,3,1,5,1,1,2,3,2,4,3,3,2,4,2,5,1,5,4,5,5,1,1,1,5,1,1,2,3,5,4,2,4,5,4,4,3,4,3,5,2,4,2,4,3,4,2,4,4,3,2,4,5,999,4,4,3,2,4,2,3,4,2,4,3,5,2,4,5,5,7,4,2,18,18,6,3,3,6,14,14,18,10,8,10,10,10,30,18,12,20,0,0,60,35,25,20,0,0,60,35,25,20,0,0,60,30,30,20,0,20,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,62,193,10,50,30,55.56,50,60,100,58.33,100,58.33,100,50,100,50,100,50,100,50,15.33,24.56,255,193,,2,3,2,2,3,2,2,1,1,1,1,3,4,16,6,12,1,1,2,2,12,15,3,3,4,5,1,1,1,1,5,2,3,2,5,5,5,4,3,2,4,1,5,2,2,2,2,4,2,999,3,4,2,4,2,2.13,1.91,2.27,2.1,4.67,8.17,2.83,2.29,3.14,2.86,2.33,2.86,2.5,2.69,2.58,2.43,2.44,2.86,3.33,3.71,3.43,3.33,3.38,2.67,4.5,2.25,3.09,3.67,3.25,3,4,2.71,15.8,15.33,17,25.1,24.56,27.25,285,6,20,20,10.33,33.33,30,0,0,-0.24078,-1.36133,0.34071,0.71947,-0.18444,0.51024,-0.38419,0.31965,-0.12332,0.67021,-1.25521,0.51158
42,2,0,1,2,2,1,2,8,6,3,2,2,1,2,2,3,4,3,2,2,3,4,2,2,2,2,2,3,3,2,3,3,2,3,2,3,2,2,3,3,4,3,3,4,3,3,3,1,3,3,2,2,3,2,2,4,3,3,3,4,4,2,2,3,3,2,3,2,3,3,3,3,4,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,2,2,2,2,1,1,1,2,2,1,3,1,2,2,1,1,2,1,2,3,2,2,3,2,3,5,3,4,3,5,5,3,2,3,4,2,4,1,3,2,2,4,4,3,4,3,2,3,1,4,2,2,1,3,3,2,3,3,2,1,3,3,4,4,3,4,3,1,3,2,2,1,4,1,2,5,4,1,2,2,4,5,3,5,5,3,1,3,3,3,2,4,2,3,2,3,2,2,4,4,4,4,6,7,4,20,0,0,60,10,50,5,15,15,15,5,10,1,19,19,3,0,3,15,5,5,45,10,35,0,20,20,0,0,0,10,10,10,30,10,20,15,5,5,45,15,30,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,114,148,100,16.67,25,33.33,5,0,75,22.22,0,,50,33.33,75,33.33,0,,0,,7.33,5.56,262,148,,2,2,1,2,3,2,1,3,2,3,2,4,9,12,9,12,3,3,6,6,4,6,8,16,4,5,4,3,4,4,3,3,1,4,4,5,3,4,4,4,3,5,3,2,4,2,1,1,1,5,3,4,4,3,4,2,2.27,2.18,2.15,6.5,9.17,3.17,3,2.71,3.14,3.17,3,2.67,2.98,1.42,2,1.63,3.14,3.83,3.29,4.43,3.67,2.25,3.67,4,2.75,2.36,3.57,2.13,1.71,3.57,3.29,6.6,7.33,5.75,5,5.56,5,282,8.67,8.33,5,5,6.67,5,0,0,0.83773,-0.40591,0.62352,-0.45388,0.19396,-0.44034,0.61061,0.51307,0.16501,-0.52552,-0.29416,-0.27134
43,2,0,1,1,1,1,2,6,8,2,3,2,3,1,4,2,4,3,4,1,4,3,3,1,2,3,2,3,4,2,1,2,1,1,3,1,1,2,4,1,2,5,1,2,5,1,1,4,1,1,3,1,3,2,1,1,6,2,3,3,4,2,3,4,3,4,3,1,3,2,3,2,3,3,2,4,4,1,4,1,4,4,4,2,2,4,2,3,4,2,2,2,3,3,2,4,4,1,2,2,3,2,4,2,4,4,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,5,2,5,5,1,5,3,2,4,1,4,2,5,2,2,2,1,4,1,3,1,2,4,3,5,4,5,3,1,3,5,1,1,4,5,1,2,4,4,4,1,1,4,5,2,3,3,1,2,3,5,4,5,2,4,5,2,2,2,1,1,1,4,1,1,2,5,4,4,3,3,4,1,2,1,5,3,3,3,1,3,3,4,5,7,3,20,0,0,60,10,50,5,15,15,15,5,10,1,19,19,3,0,3,15,5,5,45,10,35,0,20,20,0,0,0,10,10,10,30,10,20,15,5,5,45,15,30,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,114,148,100,16.67,25,33.33,5,0,75,22.22,0,,50,33.33,75,33.33,0,,0,,7.33,5.56,262,148,,3,3,1,2,1,1,2,4,1,3,1,1,5,10,5,10,4,4,3,3,2,6,1,1,4,4,5,1,4,5,4,5,4,4,5,5,3,5,4,3,5,3,2,3,2,5,2,5,4,2,3,2,1,3,3,1.75,2.09,2.18,2.01,3.33,5.67,3.17,3.43,2.14,3.43,2.83,2,2.67,2.81,1.58,2,1.69,4.14,3.33,5,3.71,4.05,3.13,3.83,3.5,2.75,2.73,2.57,1.75,4.71,2.29,2.43,6.6,7.33,5.75,5,5.56,5,282,8.67,8.33,5,5,6.67,5,0,0,0.95559,-1.28296,-2.35071,-0.88866,-1.09896,0.47379,0.81,-2.50987,-0.89626,-0.66405,-1.07855,0.98696
44,2,0,1,2,1,1,1,12,10,2,3,3,3,2,3,2,2,2,3,4,2,3,3,1,2,2,3,2,2,2,2,3,3,2,3,2,2,3,2,3,5,2,3,5,3,4,6,3,3,4,2,3,5,2,1,1,1,4,3,3,2,3,3,3,4,2,2,2,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,3,3,3,2,2,3,2,3,3,2,3,1,3,2,1,2,4,2,5,5,2,3,5,5,3,5,4,4,5,5,5,4,5,2,2,2,5,1,5,1,2,2,5,4,5,5,2,2,2,4,4,4,1,5,1,4,4,5,5,1,3,3,4,4,3,4,2,5,5,2,4,1,5,1,4,5,4,5,5,5,5,1,3,4,5,5,1,4,4,4,2,4,4,3,2,5,3,3,3,4,3,3,7,7,7,8,12,12,24,6,18,10,10,10,30,20,10,20,0,0,60,10,50,2,18,18,6,6,0,9,11,11,33,9,24,12,8,8,36,12,24,5,15,15,15,5,10,15,5,5,45,10,35,0,20,20,0,0,0,0,20,20,0,0,0,99,171,40,25,50,66.67,100,16.67,10,100,45,27.27,60,33.33,25,33.33,75,22.22,0,,9,8.67,270,171,,3,3,3,3,2,3,2,4,3,2,3,6,6,10,9,15,12,18,6,8,6,10,6,6,2,4,1,1,4,1,2,1,1,1,4,5,1,5,4,4,4,4,2,2,2,1,5,2,1,5,2,4,4,1,3,2.88,2.45,2.73,2.69,7.5,11.17,2.5,2.29,2.86,2.57,3,3.14,2.17,2.65,2.33,2.71,2.38,3.14,2.83,3.57,4.14,3.42,3.63,2.5,4,2.75,3.27,3.57,4.63,2.14,2.71,3.71,8.1,9,9.13,7.8,8.67,9,290,12.67,7.67,6.67,12,9,5,0,0,-1.21097,-1.11265,0.6271,1.3898,0.78013,0.52713,-1.29476,0.69192,0.84998,1.25835,-1.17623,0.33207
45,2,0,1,1,1,1,3,18,20,4,2,2,1,2,3,2,4,4,4,1,4,4,2,3,2,2,1,3,2,2,1,1,2,1,4,2,1,2,3,5,1,3,5,2,2,3,1,1,2,1,2,1,3,1,1,1,5,3,4,3,4,3,2,3,3,3,3,2,2,3,4,3,4,4,3,3,3,4,3,3,3,4,4,4,3,3,3,4,3,3,4,2,4,3,3,4,3,4,4,3,3,3,4,3,2,4,1,1,1,1,2,1,1,2,1,3,2,1,2,4,1,1,2,2,5,5,2,5,5,1,5,1,5,3,4,1,3,4,1,5,4,2,2,2,5,4,4,4,3,1,1,1,1,1,2,2,4,2,2,3,5,1,1,3,3,4,4,3,4,4,5,5,2,1,1,5,1,3,4,3,2,2,2,2,3,3,3,3,4,1,5,3,2,1,5,4,4,2,1,1,4,5,4,4,5,5,7,6,5,15,15,15,5,10,10,10,30,10,20,20,12,8,8,36,16,20,15,5,5,45,20,25,20,0,0,60,20,40,15,5,5,45,25,20,18,2,2,54,15,39,15,5,5,45,15,30,15,5,5,45,10,35,15,5,5,45,0,45,75,239,25,33.33,50,200,60,44.44,75,44.44,100,33.33,75,55.56,90,27.78,75,33.33,75,22.22,13.89,16.22,314,239,,1,3,1,1,1,1,1,2,3,3,2,2,15,3,10,4,3,1,4,2,1,3,2,2,2,5,5,4,4,4,5,5,3,5,5,2,4,4,4,5,5,5,3,2,5,4,3,3,3,5,4,5,4,5,5,2.13,1.73,1.64,1.83,5.83,2.5,3,3.14,2.86,3.57,3.33,3,4,3.27,1.75,1.57,1.75,3.71,4.33,4.57,4.71,4.33,2.13,4.17,4,2.75,2.18,4.43,3.13,2.57,4.57,4.14,14,13.89,15,14.6,16.22,17.63,364,9,16.67,16,13.67,21.67,13.33,0,0,0.65556,0.6133,0.64774,-0.13542,-0.99489,1.41445,1.07391,0.63794,-1.33088,0.21525,0.97834,1.2059
46,2,0,1,2,1,4,3,23,21,1,3,4,3,4,4,1,3,2,4,2,2,3,4,1,2,3,3,4,1,2,2,1,2,2,4,2,3,1,3,1,1,6,3,3,5,3,1,2,1,1,2,1,1,6,1,1,1,2,1,4,3,2,1,2,3,2,3,2,1,2,2,3,4,4,2,1,1,3,1,3,1,3,4,3,3,2,2,4,2,4,4,1,4,3,2,4,4,3,2,2,3,2,3,1,3,4,3,3,2,3,4,3,2,4,3,4,4,2,3,3,3,2,3,4,5,4,2,3,3,2,4,2,4,4,1,4,5,4,3,4,1,3,4,4,3,4,5,3,5,2,4,3,5,2,4,5,4,2,4,1,3,2,1,3,2,3,4,2,4,2,2,2,1,4,2,4,2,2,4,3,1,1,1,4,5,1,3,4,3,3,2,3,3,2,2,1,4,2,4,2,5,3,3,2,2,7,4,7,2,18,18,6,3,3,6,14,14,18,10,8,10,10,10,30,18,12,20,0,0,60,35,25,20,0,0,60,35,25,20,0,0,60,30,30,20,0,20,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,62,193,10,50,30,55.56,50,60,100,58.33,100,58.33,100,50,100,50,100,50,100,50,15.33,24.56,255,193,,4,4,2,3,1,3,2,4,4,4,2,6,6,6,15,15,6,2,2,2,6,6,6,6,3,3,4,3,2,4,4,4,2,2,3,5,3,2,2,4,2,3,5,2,2,2,1,3,2,3,3,4,4,2,4,3.25,2.55,3,2.93,6.83,6.17,2.5,1.43,2.14,2.71,3,2.71,3.5,2.57,2.75,3.29,3,4,3.83,2.86,3,3.42,3.25,3.33,3.5,2.25,3.36,2.86,1.5,2,2.57,3.43,15.8,15.33,17,25.1,24.56,27.25,285,6,20,20,10.33,33.33,30,0,0,-1.91772,-0.47183,-0.00269,-1.57801,-0.93631,0.219,-1.86728,-0.03208,-0.43061,-1.68013,-0.78622,0.69522
47,2,1,1,1,1,4,2,1,3,1,1,4,3,2,4,1,2,3,1,4,3,4,1,4,1,2,1,4,3,1,1,2,3,1,4,4,4,4,2,1,3,2,1,1,6,3,2,3,1,1,1,1,6,6,1,2,2,4,3,1,2,1,1,1,3,1,1,1,1,1,4,4,3,2,3,1,1,2,1,4,1,1,2,3,2,1,4,2,3,4,4,1,1,4,4,3,2,4,2,2,3,4,2,4,1,3,2,2,2,4,2,1,1,1,1,3,4,2,4,5,5,4,4,5,2,5,2,5,4,3,4,1,5,3,5,3,2,4,1,5,1,1,1,1,3,3,4,4,2,1,1,1,3,2,1,1,1,5,3,2,1,1,1,3,2,4,4,2,4,3,5,5,2,3,1,3,1,5,4,5,4,4,4,4,1,2,2,4,5,4,2,2,1,1,3,1,4,4,5,1,3,2,3,1,1,5,6,1,6,14,14,18,9,9,15,5,5,45,20,25,18,2,2,54,27,27,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,0,20,20,0,0,0,21,241,30,50,75,44.44,90,50,100,50,100,50,100,50,100,50,100,50,100,50,17.67,26.22,262,241,,4,4,3,2,4,2,1,1,2,1,3,5,2,6,6,6,9,6,1,1,6,36,5,10,1,1,2,2,1,4,3,5,3,3,5,5,5,5,5,5,5,5,4,2,3,2,5,4,2,2,5,5,2,1,5,3.13,2.09,2.36,2.53,4.83,10.83,2,1.71,2.29,2.57,2,3.14,2.17,2.27,2.33,1.86,2.31,3.29,4.17,4.86,4.43,4.18,1.38,1.5,4,2.25,2.09,3,4.25,2.57,2.43,3,15.9,17.67,19.13,23.6,26.22,28.38,282,13,20,20,18.67,30,30,0,0,-0.98965,-2.40128,0.34715,1.22458,0.56285,2.47734,-0.93498,0.26868,0.56027,1.44385,-2.06507,2.45298
48,2,0,1,2,1,1,2,4,2,4,2,3,1,1,3,2,3,4,4,2,4,4,2,4,1,2,2,4,1,1,1,2,3,1,1,1,3,4,4,4,3,5,6,2,2,5,1,1,5,5,6,5,4,2,1,3,4,2,3,4,4,4,4,1,1,1,3,4,3,4,4,4,4,4,1,3,4,2,4,4,4,4,3,4,4,4,4,4,4,2,4,1,3,4,2,4,4,2,4,4,3,1,2,1,1,1,2,3,1,1,1,2,1,1,1,4,1,1,2,4,1,1,5,4,5,5,3,2,5,4,2,1,5,1,5,3,2,1,1,5,5,3,1,1,5,5,3,5,5,1,1,1,1,4,1,1,1,1,5,3,4,4,1,4,3,2,5,2,5,5,5,5,3,5,2,5,1,5,5,5,1,5,5,4,1,5,5,5,5,2,1,5,1,1,5,5,5,3,2,1,5,5,5,1,4,999,999,999,15,5,5,45,25,20,10,10,10,30,20,10,12,8,8,36,30,6,15,5,5,45,35,10,15,5,5,45,40,5,17,3,3,51,47,4,18,2,2,54,50,4,18,2,2,54,53,1,19,1,1,57,57,0,19,1,1,57,57,0,41,60,75,55.56,50,66.67,60,83.33,75,77.78,75,88.89,85,92.16,90,92.59,90,98.15,95,100,15.44,39.67,101,60,,1,3,2,1,1,1,1,1,4,1,1,3,20,15,12,4,5,1,30,30,10,8,3,9,2,5,5,1,2,3,2,5,5,3,5,1,3,5,5,5,5,5,3,1,1,2,5,1,1,4,5,5,3,4,5,2.25,1.73,1.45,1.81,13.33,11.17,3.83,3.14,2.86,3.86,3.5,2.57,2.67,3.2,1.58,1.29,1.5,3.57,3.17,4.29,4.71,3.93,2.13,3.33,3.5,2.5,2.36,3.14,4.5,2.71,4.14,4.71,15.8,15.44,15.5,41.4,39.67,41.5,102,12.33,15.67,18.33,25,40.67,53.33,0,0,0.92899,0.3659,-0.70303,1.53416,1.77272,0.84228,1.0844,-0.68109,1.32416,1.81725,0.65093,0.41187
49,2,0,1,2,1,5,999,16,14,4,1,2,2,3,3,2,3,2,1,3,2,3,3,3,3,2,3,3,2,2,2,3,1,1,3,3,4,2,2,1,4,4,4,1,5,1,1,2,4,2,1,3,4,4,1,1,6,3,3,3,3,2,1,2,3,3,3,2,4,3,4,2,4,4,3,4,2,3,3,3,3,3,2,2,4,3,2,3,4,3,4,2,2,4,4,3,3,3,3,3,3,2,2,1,3,2,4,2,2,3,3,4,2,4,1,1,2,2,2,3,1,2,5,4,3,2,3,3,5,4,4,2,4,3,2,3,4,3,3,5,1,3,3,2,3,4,3,4,2,2,2,3,3,2,1,3,4,3,1,3,2,5,1,2,3,4,4,1,4,2,3,5,3,3,2,3,1,3,3,3,2,1,5,4,1,1,3,3,3,2,2,2,4,1,3,1,5,1,3,3,3,3,3,2,1,7,7,4,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,20,0,0,60,30,30,20,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,60,250,100,50,100,50,100,50,100,50,0,100,100,50,100,50,100,50,100,50,17.78,30,310,250,,1,3,2,3,4,3,2,2,3,3,3,1,4,16,20,5,2,2,4,2,12,16,1,1,3,5,4,1,2,3,2,4,3,3,3,5,3,3,4,4,4,3,3,2,3,2,5,3,3,4,2,5,5,3,3,2.88,2.18,2.64,2.56,7.17,7,2.5,3.43,2.29,3.29,3,3.29,2.5,2.9,2.08,3.14,2.38,3,3.5,3.14,4,3.41,2.63,3,4,2,2.55,2.86,3.13,2.43,2.71,3.14,18,17.78,17.5,30,30,30,340,20,13.33,20,30,30,30,0,0,-0.36778,-0.76387,-0.44384,0.39204,-0.27114,-0.71523,-0.62921,-0.4092,-0.03862,0.16974,-0.9393,-0.62736
50,2,0,1,2,2,4,2,19,17,2,3,2,2,3,3,4,4,2,2,2,3,3,2,1,3,2,4,2,2,3,2,3,2,2,2,3,2,1,2,3,3,3,4,3,3,3,2,3,2,2,3,3,2,3,4,3,3,3,3,3,4,2,4,2,3,3,3,3,3,3,4,4,3,4,3,4,4,2,4,3,4,4,3,4,4,3,4,4,3,3,4,3,3,3,4,3,4,3,4,4,3,4,3,2,3,3,3,2,2,4,3,2,2,3,2,2,3,2,1,2,2,1,2,3,2,2,2,2,3,4,4,4,4,5,3,3,2,2,2,4,1,2,5,4,2,3,2,2,1,3,4,3,4,3,4,3,4,2,4,3,5,2,1,4,3,3,4,3,4,3,3,2,1,1,1,5,2,1,5,2,1,1,1,5,5,1,4,5,1,1,5,3,4,3,3,3,3,4,2,2,3,3,4,2,3,6,6,6,5,15,5,15,10,5,15,5,5,45,35,10,10,10,10,30,20,10,15,5,5,45,5,40,18,2,2,54,50,4,20,0,0,60,30,30,17,3,3,51,40,11,15,5,5,45,30,15,18,2,2,54,4,50,20,0,0,60,5,55,37,175,25,66.67,75,77.78,50,66.67,75,11.11,90,92.59,100,50,85,78.43,75,66.67,90,7.41,14.78,24.89,212,175,,3,1,1,3,3,2,2,4,3,4,3,4,9,9,12,9,9,6,6,6,9,6,16,12,4,4,5,4,3,4,2,2,1,3,4,5,4,1,2,3,2,3,3,2,5,1,1,2,1,5,2,3,2,4,4,2.5,2.45,2.64,2.53,10.17,8,3.67,3.43,3.29,3.57,3.17,3.43,3,3.36,2.25,2.71,2.44,2.14,3.33,2.29,3,2.69,3.25,3.67,3.5,3,3.18,4.29,1.5,1.14,2.86,3.14,15.3,14.78,16,22.9,24.89,26.75,267,10,17.67,16.67,21.67,28.33,24.67,0,0,0.41795,0.11024,1.35807,-0.03208,-0.04963,-2.92791,-0.18337,1.40021,0.14727,-0.67203,-0.25898,-2.86983
51,3,0,1,1,2,1,2,1,3,4,1,3,1,1,4,3,4,4,4,2,4,4,1,4,1,1,1,2,4,1,2,1,1,1,3,1,2,4,4,5,4,1,5,6,2,4,5,2,1,5,1,1,2,1,5,6,5,4,3,4,4,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,2,4,2,1,1,2,1,1,1,1,1,2,1,2,4,1,1,2,2,1,5,5,5,2,4,5,5,4,4,1,5,5,5,1,5,4,2,5,4,1,1,1,5,5,5,5,2,1,1,1,2,2,2,1,5,5,5,5,5,1,1,3,4,4,2,5,3,5,5,5,5,5,5,3,5,5,3,5,5,5,5,1,2,5,2,2,5,2,5,5,5,1,4,5,2,1,5,1,5,3,5,5,5,6,7,6,12,8,23,36,15,21,13,7,22,39,15,24,11,9,21,33,12,21,16,4,29,48,25,23,17,3,27,51,24,27,19,1,29,57,28,29,20,0,30,60,30,30,18,2,2,54,0,54,0,20,20,0,0,0,0,20,20,0,0,0,203,229,60,41.67,65,38.46,55,36.36,80,52.08,85,47.06,95,49.12,100,50,90,0,0,,14,16.56,432,229,,1,2,1,1,1,1,1,1,1,1,1,2,5,4,10,12,8,10,1,5,1,2,10,12,4,4,5,1,1,2,2,5,1,5,4,2,5,5,5,5,5,5,1,3,1,5,4,4,4,4,1,5,5,1,5,1.88,1.36,1.09,1.44,5.83,7.5,3.5,3.57,4,3.86,4,3.86,3.17,3.71,1.5,1.71,1.63,2.71,4.17,4.86,5,4.18,2.38,3.33,3,3.75,2.73,3.57,4.88,4.86,3,5,12.6,14,14.25,14.9,16.56,16.75,452,12,17.33,12.67,14,25.67,10,0,0,0.93885,0.99205,-1.06915,3.16127,-0.06239,0.40705,1.23747,-0.79121,-0.60533,3.3541,1.19299,-0.55082
