ID,Groupe,Type_de_paire,Normaux_ou_TC,rôle,Sexe,O_ethinique,SSE,code,code_paire,impuls_1,impuls_2,impuls_3,impuls_4,impuls_5,impuls_6,impuls_7,impuls_8,impuls_9,impuls_10,impuls_11,impuls_12,impuls_13,impuls_14,impuls_15,impuls_16,impuls_17,impuls_18,impuls_19,impuls_20,impuls_21,impuls_22,impuls_23,impuls_24,impuls_25,impuls_26,impuls_27,impuls_28,impuls_29,impuls_30,sensibil_1a,sensibli_1b,sensibil_1c,sensibil_2a,sensibli_2b,sensibil_2c,sensibil_3a,sensibli_3b,sensibil_3c,sensibil_4a,sensibli_4b,sensibil_4c,sensibil_5a,sensibli_5b,sensibil_5c,sensibil_6a,sensibli_6b,sensibil_6c,habil_soc_1,habil_soc_2,habil_soc_3,habil_soc_4,habil_soc_5,habil_soc_6,habil_soc_7,habil_soc_8,habil_soc_9,habil_soc_10,habil_soc_11,habil_soc_12,habil_soc_13,habil_soc_14,habil_soc_15,habil_soc_16,habil_soc_17,habil_soc_18,habil_soc_19,habil_soc_20,habil_soc_21,habil_soc_22,habil_soc_23,habil_soc_24,habil_soc_25,habil_soc_26,habil_soc_27,habil_soc_28,habil_soc_29,habil_soc_30,habil_soc_31,habil_soc_32,habil_soc_33,habil_soc_34,habil_soc_35,habil_soc_36,habil_soc_37,habil_soc_38,habil_soc_39,habil_soc_40,habil_soc_41,habil_soc_42,habil_soc_43,habil_soc_44,habil_soc_45,habil_soc_46,prob_cpt_1,prob_cpt_2,prob_cpt_3,prob_cpt_4,prob_cpt_5,prob_cpt_6,prob_cpt_7,prob_cpt_8,prob_cpt_9,prob_cpt_10,prob_cpt_11,prob_cpt_12,prob_cpt_13,prob_cpt_14,prob_cpt_15,prob_cpt_16,altruisme_1,altruisme_2,altruisme_3,altruisme_4,altruisme_5,altruisme_6,gratif_1,gratif_2,gratif_3,gratif_4,gratif_5,gratif_6,gratif_7,gratif_8,gratif_9,gratif_10,gratif_11,gratif_12,gratif_13,gratif_14,gratif_15,gratif_16,gratif_17,gratif_18,gratif_19,gratif_20,gratif_21,gratif_22,gratif_23,gratif_24,gratif_25,gratif_26,gratif_27,cupidite_1,cupidite_2,cupidite_3,cupidite_4,cupidite_5,cupidite_6,cupidite_7,cupidite_8,cupidite_9,cupidite_10,cupidite_11,trav_equ_1,trav_equ_2,trav_equ_3,trav_equ_4,trav_equ_5,trav_equ_6,collab_1,collab_2,collab_3,collab_4,collab_5,collab_6,collab_7,collab_8,collab_9,collab_10,collab_11,collab_12,collab_13,collab_14,collab_15,collab_16,collab_17,collab_18,collab_19,collab_20,collab_21,collab_22,empath_1,empath_2,empath_3,empath_4,empath_5,empath_6,empath_7,empath_8,empath_9,empath_10,empath_11,empath_12,empath_13,empath_14,motiv_1,motiv_2,motiv_3,inv_1,avoir_1,afi_1,profit_1,remise_1,afb_1,inv_2,avoir_2,afi_2,profit_2,remise_2,afb_2,inv_3,avoir_3,afi_3,profit_3,remise_3,afb_3,inv_4,avoir_4,afi_4,profit_4,remise_4,afb_4,inv_5,avoir_5,afi_5,profit_5,remise_5,afb_5,inv_6,avoir_6,afi_6,profit_6,remise_6,afb_6,inv_7,avoir_7,afi_7,profit_7,remise_7,afb_7,inv_8,avoir_8,afi_8,profit_8,remise_8,afb_8,inv_9,avoir_9,afi_9,profit_9,remise_9,afb_9,inv_10,avoir_10,afi_10,profit_10,remise_10,afb_10,avoir_investisseur_Total_sans_coup_10,avoir_banquier_Total_sans_coup_10,pourcentage_investissement_jeu_1,pourcentage_remise_jeu_1,pourcentage_investissement_jeu_2,pourcentage_remise_jeu_2,pourcentage_investissement_jeu_3,pourcentage_remise_jeu_3,pourcentage_investissement_jeu_4,pourcentage_remise_jeu_4,pourcentage_investissement_jeu_5,pourcentage_remise_jeu_5,pourcentage_investissement_jeu_6,pourcentage_remise_jeu_6,pourcentage_investissement_jeu_7,pourcentage_remise_jeu_7,pourcentage_investissement_jeu_8,pourcentage_remise_jeu_8,pourcentage_investissement_jeu_9,pourcentage_remise_jeu_9,Investissement_moyen_sans_coup_10,Remise_moyenne_sans_coup_10,Gain_dyade_sans_coup_10,Gain_banquier_sans_coup_10,Somme_motivation,impuls_1_inv,impuls_7_inv,impuls_8_inv,impuls_9_inv,impuls_10_inv,impuls_12_inv,impuls_13_inv,impuls_15_inv,impuls_20_inv,impuls_29_inv,impuls_30_inv,sensibil_6c_inv,sensibli_1d,sensibil_1e,sensibil_2d,sensibil_2e,sensibil_3d,sensibil_3e,sensibil_4d,sensibil_4e,sensibil_5d,sensibil_5e,sensibil_6d,sensibil_6e,altruis_1_inv,altruis_2_inv,altruis_3_inv,altruis_4_inv,altruis_5_inv,gratif_2_inv,gratif_5_inv,gratif_7_inv,gratif_9_inv,gratif_11_inv,gratif_14_inv,gratif_16_inv,gratif_17_inv,gratif_18_inv,gratif_19_inv,gratif_25_inv,gratif_26_inv,gratif_27_inv,cupidite_8_inv,trav_equ_6_inv,collab_5_inv,collab_15_inv,collab_16_inv,collab_18_inv,collab_19_inv,collab_21_inv,empath_2_inv,empath_3_inv,empath_7_inv,empath_8_inv,empath_9_inv,Impulsivite_attentionnelle,Impulsivite_motrice,Impulsivite_manque_de_planif,impuls_moy,sensibilite_anxiete_moy,sensibilite_frustration_moy,HS_Communication,HS_Cooperation,HS_Affirmation,HS_Responsabilite,HS_Empathie,HS_Engagement,HS_Autocontrole,habil_soc_moy,Prob_cpt_externalises,Prob_cpt_Hyper_inat,Prob_cpt_moy,Gratif_Nourriture,Gratif_Social,Gratif_Argent,Gratif_Scolaire,gratif_moy,cupidite_moy_8items,altruisme_moy,Trav_equ_individ,Trav_equ_equipe,cupidite_moy,IS_Coop,IS_compet,IS_Individ,Empath_perspective,Empath_preoccup,Invest_moyen_1_10,Invest_moyen_1_9,Invest_moyen_2_9,Remise_moyen_1_10,Remise_moyen_1_9,Remise_moyen_2_9,Gain_total_paire,Invest_1_2_3,Invest_4_5_6,Invest_7_8_9,Remise_1_2_3,Remise_4_5_6,Remise_7_8_9,jj_mm_aa,CP,FAC1_1_Varimax,FAC2_1_Varimax,FAC3_1_Varimax,FAC4_1_Varimax,FAC5_1_Varimax,FAC6_1_Varimax,FAC1_1_Oblimin,FAC2_1_Oblimin,FAC3_1_Oblimin,FAC4_1_Oblimin,FAC5_1_Oblimin,FAC6_1_Oblimin
351,15,1,1,1,2,1,2,10,12,2,3,2,1,2,3,3,2,2,1,2,2,3,2,2,2,3,3,3,2,1,2,1,2,3,3,1,1,1,2,4,3,6,6,3,3,4,3,2,4,3,5,4,3,2,4,3,5,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,4,4,2,3,4,4,3,2,3,3,3,3,2,3,3,4,2,2,3,3,1,3,2,3,4,3,3,3,3,2,3,2,3,2,3,1,1,2,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,4,2,2,4,2,2,2,4,4,4,1,4,3,1,4,1,1,2,2,4,4,3,4,4,2,2,1,2,2,1,3,2,2,2,1,2,3,1,2,4,5,2,2,2,1,4,4,5,2,3,3,2,4,3,2,1,1,1,2,5,2,4,2,4,3,3,2,3,2,3,4,4,3,3,2,2,4,4,2,3,3,6,2,5,15,30,15,15,0,15,5,20,45,15,30,5,15,20,15,5,10,10,10,20,30,10,20,5,15,15,15,0,15,0,20,20,0,0,0,2,18,20,6,2,4,8,12,16,24,4,20,0,20,20,0,0,0,15,5,10,45,5,40,181,99,25,100,75,33.33,25,33.33,50,33.33,25,0,0,,10,33.33,40,16.67,0,,5.56,5.67,280,99,,3,2,3,3,4,3,2,3,3,4,3,2,24,18,18,9,8,6,20,15,8,6,8,6,4,5,5,5,5,4,4,4,2,5,5,5,5,4,4,4,4,5,5,4,4,4,1,2,4,3,3,4,3,3,4,2.38,2.18,2.73,2.43,14.33,10,3.33,2.86,2.71,3,3,2.14,3,2.86,1.5,2,1.69,3.86,3.67,3.71,4.29,3.88,2,4.67,3.5,3,2.27,2.71,2,3.71,3.14,3.29,6.5,5.56,5.63,5.6,5.67,4.5,330,8.33,5,3.33,11.67,3.33,2,0,0,0.45132,0.02608,-1.5715,-1.2291,0.88208,-0.26082,0.34191,-1.71078,1.01429,-1.11903,-0.00884,0.16509
352,15,1,1,1,2,1,2,13,15,3,2,2,1,3,3,4,3,1,3,3,2,4,2,3,3,2,2,3,3,2,1,3,1,2,3,1,3,2,3,4,5,2,6,3,3,5,4,3,6,4,4,5,2,5,2,1,5,3,3,3,4,999,3,2,3,3,2,3,3,4,3,3,2,4,2,1,3,4,3,3,3,3,3,3,2,3,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,2,2,1,4,3,4,4,2,2,3,1,2,3,4,2,5,4,4,3,2,5,4,4,4,3,4,5,4,3,2,4,3,5,3,2,1,3,2,4,5,4,2,1,5,2,1,5,2,5,2,3,4,5,5,5,5,4,5,3,2,3,2,4,2,2,3,1,1,4,1,4,4,2,1,2,3,5,4,1,2,4,5,3,4,4,3,2,3,3,4,2,1,2,3,2,3,5,5,5,7,2,2,18,21,6,3,3,3,17,22,9,5,4,4,16,20,12,4,8,3,17,21,9,4,5,4,16,21,12,5,7,4,16,21,12,5,7,4,16,21,12,5,7,4,16,16,12,0,12,0,20,20,0,0,0,0,20,20,0,0,0,183,53,10,50,15,55.56,20,33.33,15,44.44,20,41.67,20,41.67,20,41.67,20,0,0,,3.11,3.44,236,53,,2,1,2,4,2,3,1,2,2,3,2,2,8,10,18,9,15,12,24,16,25,10,4,2,3,2,4,1,2,4,2,3,1,3,3,3,4,5,3,5,1,4,1,4,5,1,2,4,2,3,3,4,4,5,4,2.75,2.09,1.91,2.25,15.67,9.83,2.5,2.57,3,3,3.17,2.57,3,2.83,2.42,3.29,2.69,2.14,4.17,3.71,3.86,3.47,3.75,2.67,2.5,4,3.45,4,1.88,2.43,3.86,3.57,2.8,3.11,3.25,3.1,3.44,3.5,256,3,3.67,2.67,4,4.67,1.67,0,0,-0.57866,0.19042,0.67897,0.0032,1.57847,-0.09251,-0.6095,0.66116,1.56538,-0.07056,0.08269,-0.11317
353,15,1,1,1,2,1,2,14,16,1,3,3,1,1,2,2,3,2,1,2,2,1,3,1,2,2,3,2,3,2,4,2,2,4,3,2,1,1,1,3,5,3,3,3,3,4,3,4,1,1,4,1,2,4,1,4,6,1,4,2,1,2,4,2,2,4,3,1,3,2,2,2,4,3,3,4,3,3,3,2,3,4,3,2,4,3,2,4,4,1,3,1,3,4,1,4,4,3,3,2,2,1,3,1,3,1,3,1,1,1,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,3,1,2,3,4,2,2,4,2,1,2,5,2,1,1,3,3,3,4,5,1,2,2,1,5,2,2,1,1,3,4,1,1,3,4,2,1,2,4,3,4,2,3,1,1,1,1,1,1,5,1,5,3,1,1,1,1,5,1,1,1,4,2,4,4,1,2,3,4,2,1,2,3,3,1,3,4,3,4,3,4,2,5,15,20,15,5,10,5,15,18,15,3,12,7,13,15,21,2,19,1,19,19,3,0,3,0,20,20,0,0,0,5,15,15,15,0,15,1,19,19,3,0,3,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,166,62,25,33.33,25,20,35,9.52,5,0,0,,25,0,5,0,0,,0,,2.67,1.11,228,62,,4,3,2,3,4,3,4,4,2,4,4,1,9,15,9,9,16,12,4,4,4,8,1,4,5,5,5,5,5,3,3,4,2,5,4,5,3,3,3,5,1,4,3,3,5,1,5,5,2,2,4,3,4,3,3,2,2.64,3.27,2.64,7.17,8.67,3.33,3.57,1.71,2.57,2.5,2.14,3.17,2.71,1.25,2.14,1.56,2.86,4.17,2.29,2.71,3.01,2.25,4.33,3.5,2.75,2.09,3.57,1.5,1.86,3.14,2.57,2.4,2.67,2.38,1,1.11,0.63,248,5.67,2,0.33,3.33,0,0,0,0,0.85205,-0.89459,0.10933,-2.87292,-0.12234,-1.55509,0.28357,-0.19313,0.3014,-3.11504,-0.99425,-0.60375
354,15,1,1,1,2,1,2,17,19,3,2,3,1,1,4,999,2,3,2,2,4,4,4,2,3,1,1,3,4,1,2,1,2,1,2,1,1,4,4,3,4,2,5,3,4,1,1,2,2,2,3,1,1,1,3,1,6,3,4,3,4,3,4,3,3,2,3,3,4,3,4,3,4,4,3,4,3,1,4,3,4,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,3,3,4,2,2,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,5,1,4,1,5,3,4,3,3,4,1,5,1,1,1,1,2,5,3,5,2,1,2,1,1,1,1,4,5,1,2,5,4,3,1,4,5,2,1,3,1,5,4,4,5,1,4,2,5,5,2,4,4,5,5,2,1,1,1,2,5,5,5,5,3,2,5,5,5,1,2,2,5,5,4,4,4,6,5,999,5,15,17,15,2,13,0,20,20,0,0,0,5,15,16,15,1,14,0,20,20,0,0,0,5,15,15,15,0,15,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,168,42,25,13.33,0,,25,6.67,0,,25,0,0,,0,,0,,0,,1.67,0.33,210,42,,2,999,3,2,3,1,1,3,1,1,1,1,6,8,20,12,2,2,6,6,1,1,3,1,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,4,5,1,5,5,4,5,5,4,1,3,4,5,4,4,1.88,1.73,2,1.87,6.33,5,3.67,3.57,3.14,4,3.5,3.29,2.5,3.38,1.08,1.43,1.25,3.57,4.67,4.29,4.71,4.31,2.5,5,1.5,4.25,2.18,3.57,4,4.57,4.29,4.57,1.5,1.67,1.25,0.3,0.33,0.13,230,3.33,1.67,0,1,0,0,0,0,0.88603,1.41848,-1.54256,0.54299,-0.5701,0.40885,1.26173,-1.43142,-0.87081,0.85886,1.55413,0.06575
355,15,1,1,1,1,1,2,18,20,3,1,2,2,1,2,2,3,3,4,2,4,4,2,2,1,1,2,2,3,1,1,2,1,1,2,3,3,3,3,3,2,2,5,5,2,2,1,1,3,3,2,2,2,4,1,4,6,4,4,4,4,3,3,3,4,3,4,3,4,3,4,3,4,4,3,4,4,1,4,4,4,4,4,3,2,4,4,4,4,4,4,3,3,4,3,4,4,2,4,2,3,4,4,2,1,3,1,1,2,1,1,2,2,3,1,1,1,1,1,2,2,2,3,3,5,5,3,5,5,1,4,1,5,5,5,4,3,3,1,5,1,3,1,1,5,5,5,5,999,2,1,1,5,2,1,4,5,2,3,4,1,2,1,3,4,4,3,4,2,4,4,4,1,1,1,5,1,2,5,5,2,3,2,5,3,1,5,5,1,1,5,3,2,3,4,3,4,2,3,2,4,5,5,2,4,4,7,2,5,15,23,15,8,7,2,18,20,6,2,4,4,16,19,12,3,9,5,15,20,15,5,10,4,16,17,12,1,11,7,13,23,21,10,11,6,14,21,18,7,11,7,13,23,21,10,11,8,12,22,24,10,14,6,14,14,18,0,18,188,88,25,53.33,10,33.33,20,25,25,33.33,20,8.33,35,47.62,30,38.89,35,47.62,40,41.67,5.33,6.22,276,88,,2,3,2,2,1,1,1,3,2,2,2,1,6,4,10,10,2,1,6,6,8,8,1,4,4,4,4,3,3,3,5,5,1,2,5,5,3,5,5,4,5,5,2,4,5,1,3,1,1,5,4,3,4,3,4,1.88,1.45,2,1.78,5.5,5.5,3.83,3.86,3.43,3.86,3.5,3.14,3,3.52,1.5,1.57,1.5,4,3.67,5,4.57,4.31,2.63,3.83,3.5,3.75,2.55,4.29,3,1.14,3.71,3.71,5.4,5.33,5.38,5.6,6.22,6,308,3.67,5.33,7,4.33,5.33,9,0,0,1.37283,0.17046,1.31546,0.74697,-0.38189,0.72105,1.5107,1.30138,-0.83334,0.92355,0.59719,0.36605
356,15,1,1,1,1,1,2,21,23,4,1,4,1,1,4,2,4,3,4,2,4,4,1,4,4,1,1,4,3,3,1,2,2,3,1,1,2,3,4,4,1,6,1,2,1,2,1,1,3,1,2,1,3,1,2,1,5,3,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,2,1,2,3,1,1,1,3,3,1,4,1,1,2,1,2,1,1,1,1,1,5,5,1,5,4,2,5,1,5,1,5,3,4,5,1,5,1,1,1,1,5,5,5,5,2,1,1,1,2,1,1,5,5,5,2,5,2,1,1,4,4,2,2,4,2,5,5,5,1,1,1,5,1,1,5,2,2,2,2,5,5,2,5,5,1,1,5,4,1,1,5,4,5,5,1,2,1,5,5,5,5,5,7,1,5,15,20,15,5,10,5,15,18,15,3,12,7,13,15,21,2,19,1,19,19,3,0,3,0,20,20,0,0,0,5,15,15,15,0,15,1,19,19,3,0,3,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,166,62,25,33.33,25,20,35,9.52,5,0,0,,25,0,5,0,0,,0,,2.67,1.11,228,62,,1,3,1,2,1,1,1,1,2,2,1,2,24,6,1,2,2,1,6,2,1,3,4,2,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,1,4,5,1,1,1,1,5,5,5,1,5,4,2,2.27,1.27,1.85,6.33,2.67,4,3.57,3.71,3.86,4,3.57,3.67,3.77,1.42,2.43,1.81,4.29,5,5,4.57,4.71,2.25,5,2,4,2.36,4.43,2.63,1,5,3.43,2.4,2.67,2.38,1,1.11,0.63,248,5.67,2,0.33,3.33,0,0,0,0,0.70657,1.9318,1.26532,0.14389,-1.31433,0.31861,1.17665,1.39245,-1.73768,0.31958,2.10557,-0.17294
357,15,1,2,2,2,1,2,24,22,2,4,4,4,3,999,2,3,2,3,4,3,999,3,2,3,2,3,2,3,2,3,3,4,3,2,3,4,4,3,1,1,6,1,1,4,1,1,1,999,999,999,1,1,3,1,1,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,1,3,999,4,2,2,1,1,2,2,2,2,2,999,2,999,3,2,2,3,2,3,3,2,3,2,3,2,3,2,2,2,1,2,2,2,1,1,1,3,1,3,2,3,4,1,1,3,2,3,1,1,3,1,1,4,3,2,3,2,3,2,4,4,4,3,3,3,4,3,3,2,3,4,3,2,3,4,3,2,3,1,1,2,2,5,3,,3,2,2,3,1,4,1,4,1,4,2,1,1,1,1,1,1,3,1,3,3,3,1,1,3,4,1,2,1,1,3,2,4,2,2,2,2,3,4,3,2,2,3,4,2,3,4,2,4,5,15,20,15,5,10,5,15,18,15,3,12,7,13,15,21,2,19,1,19,19,3,0,3,0,20,20,0,0,0,5,15,15,15,0,15,1,19,19,3,0,3,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,166,62,25,33.33,25,20,35,9.52,5,0,0,,25,0,5,0,0,,0,,2.67,1.11,228,62,,3,3,2,3,2,2,999,3,2,1,2,4,6,6,4,4,1,1,999,999,3,3,4,4,4,3,5,5,3,2,3,3,2,2,3,3,3,4,3,3,4,3,3,2,5,3,2,4,5,3,4,4,2,3,4,3.14,2.91,2.5,2.85,3.6,3.6,2.4,2,2.14,2.43,2.4,2.67,2.33,2.34,1.92,1.71,1.94,2.86,2.67,3.29,2.71,2.88,2.25,3.5,2.5,2,2.4,2.86,1.63,2.14,2.86,3.14,2.4,2.67,2.38,1,1.11,0.63,248,5.67,2,0.33,3.33,0,0,0,0,-0.70233,-1.6855,-0.30287,-1.64503,-1.48556,-0.40978,-1.04922,-0.44268,-0.90606,-1.85397,-1.85251,0.31111
358,15,1,2,2,2,1,2,31,29,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,5,6,7,20,0,20,60,20,40,0,20,20,0,0,0,20,0,30,60,30,30,20,0,30,60,30,30,0,20,20,0,0,0,20,0,20,60,20,40,20,0,30,60,30,30,20,0,30,60,30,30,20,0,20,60,20,40,0,20,20,0,0,0,220,240,100,33.33,0,,100,50,100,50,0,,100,33.33,100,50,100,50,100,33.33,15.56,20,460,240,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,,,,,,,,,,,,,,,,,999,,,,,,,,,,,,,,,,14,15.56,15,18,20,20,480,13.33,13.33,20,16.67,16.67,26.67,999,0,,,,,,,,,,,,
359,15,1,2,2,2,1,2,28,26,3,2,3,3,2,2,2,4,2,3,1,2,2,2,2,1,2,3,3,2,1,2,1,2,1,3,3,1,2,3,2,4,3,5,4,3,1,1,1,2,1,1,1,2,3,1,1,4,2,3,3,3,2,3,4,3,1,2,1,2,3,3,2,3,4,3,2,2,2,2,3,2,4,3,2,2,3,3,3,2,2,1,2,3,3,2,4,2,3,3,3,2,3,3,2,2,2,2,1,1,2,1,3,2,1,2,3,4,1,2,3,4,1,2,3,2,4,3,4,3,4,2,1,3,5,3,5,4,3,1,4,1,3,2,2,3,3,4,3,2,3,3,2,2,2,1,1,4,3,2,5,1,1,2,2,4,4,3,3,3,2,1,1,1,1,1,5,1,1,5,2,1,2,2,5,4,1,4,4,2,2,3,2,3,3,4,3,4,3,2,2,3,3,4,4,3,5,7,3,2,18,21,6,3,3,3,17,22,9,5,4,4,16,20,12,4,8,3,17,21,9,4,5,4,16,21,12,5,7,4,16,21,12,5,7,4,16,21,12,5,7,4,16,16,12,0,12,0,20,20,0,0,0,0,20,20,0,0,0,183,53,10,50,15,55.56,20,33.33,15,44.44,20,41.67,20,41.67,20,41.67,20,0,0,,3.11,3.44,236,53,,2,3,1,3,2,3,3,3,3,3,2,3,6,12,15,12,1,1,2,1,3,6,3,3,3,2,5,4,3,3,2,5,1,1,5,5,3,4,4,3,3,4,1,3,5,1,2,2,2,4,3,3,3,4,4,2.13,1.91,2.55,2.19,5,5.83,2.5,2.14,2.29,2.57,3.17,2.57,2.83,2.58,1.92,2,1.94,3,2.83,4,3.14,3.24,1.75,3.17,3.5,3,1.82,3.71,1.5,1.29,3.57,3.14,2.8,3.11,3.25,3.1,3.44,3.5,256,3,3.67,2.67,4,4.67,1.67,0,0,-0.04337,-1.41335,1.31348,-1.47331,-0.41416,0.88402,-0.15942,1.08691,-0.26741,-1.42216,-1.19079,1.37856
360,15,1,2,2,2,1,2,8,6,1,4,4,3,1,4,1,3,3,1,3,3,3,2,4,2,4,1,2,2,3,1,3,1,3,4,2,2,4,3,5,3,2,1,1,5,3,1,3,1,1,5,1,1,3,1,1,6,1,4,3,4,2,4,2,2,1,4,1,2,2,3,1,2,4,1,2,1,1,4,1,4,1,4,1,1,4,2,2,3,4,1,2,4,3,1,4,4,4,3,2,3,1,4,2,4,4,1,1,1,2,3,3,1,4,1,1,3,3,1,1,1,1,1,1,5,1,3,3,4,2,5,1,5,2,4,3,2,5,1,4,5,1,2,4,3,2,3,4,3,3,2,1,3,1,1,1,3,2,1,5,1,1,2,4,4,2,2,3,2,5,4,3,1,1,1,5,1,3,4,3,1,1,1,4,2,5,3,4,2,3,4,3,1,2,5,2,3,3,1,4,1,3,4,4,4,2,6,5,5,15,23,15,8,7,2,18,20,6,2,4,4,16,19,12,3,9,5,15,20,15,5,10,4,16,17,12,1,11,7,13,23,21,10,11,6,14,21,18,7,11,7,13,23,21,10,11,8,12,22,24,10,14,6,14,14,18,0,18,188,88,25,53.33,10,33.33,20,25,25,33.33,20,8.33,35,47.62,30,38.89,35,47.62,40,41.67,5.33,6.22,276,88,,4,4,2,2,4,2,2,1,3,1,2,1,10,6,5,5,9,3,5,5,3,3,1,1,5,5,5,5,5,3,4,5,4,3,5,1,5,4,2,3,4,5,1,4,5,2,4,3,2,3,5,4,3,5,2,2.5,2.82,2.27,2.53,5.5,3.83,2.83,2.71,1.29,3.29,2.5,1.71,3.17,2.5,2,2.71,2.19,2.57,3.83,4,3.86,3.57,1.63,5,2,3.75,1.55,4.14,2.75,1.71,4.14,2.71,5.4,5.33,5.38,5.6,6.22,6,308,3.67,5.33,7,4.33,5.33,9,0,0,-0.39901,-0.37464,-0.23283,-2.11209,-0.84854,0.58598,-0.32886,-0.39259,-0.57464,-1.98177,-0.36437,1.16056
361,15,1,2,2,2,1,2,7,5,3,3,2,2,2,1,2,4,3,3,3,2,3,2,1,2,2,3,3,3,2,1,3,1,1,2,2,2,3,1,1,1,6,3,2,3,4,1,3,3,2,3,1,1,3,3,1,5,2,3,4,4,4,3,2,4,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,4,3,4,2,3,3,3,3,3,3,2,2,3,4,3,4,4,3,4,3,3,2,3,3,2,2,3,1,1,2,2,3,1,2,2,3,2,2,1,1,1,1,4,2,1,3,2,4,3,3,1,3,2,5,4,3,2,4,1,3,1,3,1,2,2,4,4,3,3,3,2,3,5,1,1,4,4,2,2,2,4,3,3,3,2,4,4,2,4,2,1,1,2,1,1,4,1,2,4,2,1,1,1,4,5,2,3,999,2,2,3,1,3,2,2,2,3,2,1,2,3,1,3,1,2,1,1,1,10,10,25,30,15,15,12,8,26,36,18,18,7,13,18,21,5,16,16,4,22,48,18,30,5,15,19,15,4,11,19,1,39,57,38,19,11,9,16,33,7,26,4,16,19,12,3,9,18,2,8,54,6,48,6,14,15,18,1,17,192,192,50,50,60,50,35,23.81,80,37.5,25,26.67,95,66.67,55,21.21,20,25,90,11.11,11.33,12.67,384,192,,2,3,1,2,2,3,2,4,2,2,4,2,6,6,9,6,12,3,9,6,3,3,6,2,5,5,5,2,4,4,3,3,1,3,5,5,3,5,4,3,4,3,4,2,5,2,1,3,999,4,3,4,4,5,4,1.88,2.27,2.36,2.17,7.5,4.33,3.17,3,2.43,3.29,3,3.14,3.17,3.03,1.92,2.14,2,2.71,3.17,4.14,3,3.26,3.13,3.67,4,2.25,3,3.57,1.25,1.67,2.43,3,10.8,11.33,11.5,11.5,12.67,12.38,416,9.67,13.33,11,12.67,20,5.33,0,0,0.65396,-1.01098,0.65204,-0.91159,-0.81924,-0.68484,0.30125,0.51771,-0.64355,-1.08848,-0.95515,-0.30603
